hour, t(sec), kWh,State,kWOut,kWIn,Losses,Idling,kWh Chng,
2, 0.00000, 4444.44, 0, 0, 0, 11.113, 11.113, 0
3, 0.00000, 4444.44, 0, 0, 0, 11.1128, 11.1128, 0
4, 0.00000, 4444.44, 0, 0, 0, 11.1138, 11.1138, 0
5, 0.00000, 4444.44, 0, 0, 0, 11.1129, 11.1129, 0
6, 0.00000, 4444.44, 0, 0, 0, 11.1106, 11.1106, 0
7, 0.00000, 4444.44, 0, 0, 0, 11.1129, 11.1129, 0
8, 0.00000, 4444.44, 0, 0, 0, 11.1133, 11.1133, 0
9, 0.00000, 4444.44, 0, 0, 0, 11.1129, 11.1129, 0
10, 0.00000, 4444.44, 0, 0, 0, 11.111, 11.111, 0
11, 0.00000, 4444.44, 0, 0, 0, 11.1129, 11.1129, 0
12, 0.00000, 4444.44, 0, 0, 0, 11.1114, 11.1114, 0
13, 0.00000, 4444.44, 0, 0, 0, 11.1128, 11.1128, 0
14, 0.00000, 4444.44, 0, 0, 0, 11.1113, 11.1113, 0
15, 0.00000, 4444.44, 0, 0, 0, 11.1126, 11.1126, 0
16, 0.00000, 4444.44, 0, 0, 0, 11.1125, 11.1125, 0
17, 0.00000, 4444.44, 0, 0, 0, 11.1124, 11.1124, 0
18, 0.00000, 4444.44, 0, 0, 0, 11.1129, 11.1129, 0
19, 0.00000, 4444.44, 0, 0, 0, 11.1122, 11.1122, 0
20, 0.00000, 4444.44, 0, 0, 0, 11.1135, 11.1135, 0
21, 0.00000, 4444.44, 0, 0, 0, 11.112, 11.112, 0
22, 0.00000, 4444.44, 0, 0, 0, 11.113, 11.113, 0
23, 0.00000, 4444.44, 0, 0, 0, 11.1118, 11.1118, 0
24, 0.00000, 4444.44, 1, -1111.11, 0, 123.332, 11.1101, 0
25, 0.00000, 3197.53, 0, 0, 0, 11.1127, 11.1127, -1246.91
